,سعر,شركة,موديل,سنة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,مسجل,CD,مُكيّف,إغلاق مركزي,وسادة هوائية,جنطات مغنيسيوم,جهاز إنذار,فرش جلد,فتحة سقف
0,100000,كيا,اوبتيما,2014,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,75000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
1,60000,كيا,سورينتو,2007,سكني ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2500,130000.0,8,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,1
2,43500,هونداي,افانتي,2006,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
3,5500,فيات,127,1982,بيج ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,906,,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,0,0,0,0,1,0
4,54000,بيجو,208,2014,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,38000.0,5,نقدا فقط ,للبيع فقط ,0,0,0,1,1,1,1,1,0,0
5,205000,بي,ام,2015,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,6,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
6,65000,اوبل,كورسا,2015,بترولي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,123456.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
7,230000,مرسيدس,C200,2014,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,50000.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
8,59000,فورد,فيستا,2014,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,0,1,0,0
9,84000,نيسان,باترول,2003,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,4500,56000.0,8,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
10,75000,فورد,ترانزيت,2005,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500,460000.0,8,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,0,1,0,0
11,39000,بيجو,206+,2012,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,0,0
12,73000,سكودا,فابيا,2016,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,45000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,0
13,30000,فيات,1998,1998,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,70000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,4,1,1,1,1,1,0,1,0,0
14,55000,سكودا,فابيا,2012,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,0,0,1,0,0,0
15,66000,كيا,برايد,2014,فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,79000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
16,55000,بيجو,بارتنر,2011,أحمر ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,0.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,0,0,0,0
17,100000,فولكسفاجن,كادي,2014,سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,150000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,0,0,0,0,0
18,2600,هوندا,اكورد,1997,ذهبي ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,1800,210000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,0,1,1
19,1800,اوبل,اسكونا,1967,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1200,1000.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,0,0,0,1,0,0,0
20,77000,هونداي,سانتافيه,2008,أزرق سماوي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,20000.0,7,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,0,1,1,1
21,20000,هونداي,الانترا,1999,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,0.0,5,نقدا فقط ,للبيع فقط ,3,1,1,0,1,1,1,0,1,0
22,61000,هونداي,i30,2010,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,113000.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,0,1,1,1,1,0
23,47000,فورد,فيستا,2014,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250,33000.0,5,نقدا فقط ,للتبديل فقط ,0,1,1,1,1,1,0,1,0,0
24,93000,هونداي,توسان,2014,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
25,71000,سكودا,رابيد,2014,سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,0,0,0,1,0,0
26,110000,هونداي,i40,2011,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
27,90000,سكودا,اوكتافيا,2014,عدة الوان ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,0,1,1,0,0
28,67000,كيا,فورتي,2011,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,122000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,0,1,1
29,17500,اوبل,كاديت,1982,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1300,0.0,5,نقدا فقط ,للبيع فقط ,0,1,1,0,1,0,1,1,0,0
30,67000,هونداي,اكسنت,2016,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,22000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
31,60000,فولكسفاجن,بولو,2012,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,0,1,0,0
32,95000,فولكسفاجن,كادي,2011,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,,7,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,0,1,0
33,30000,دايو,لانوس,1999,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1500,,5,نقدا فقط ,للبيع فقط ,3,0,0,0,0,0,0,0,0,0
34,115000,فولكسفاجن,كادي,2012,فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,150000.0,7,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,0
35,109000,هونداي,توسان,2014,فيراني ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,29000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,0,1,1,0
36,42000,هونداي,افانتي,2006,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,123457.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,0,0,0,0,0,0,0,0,0
37,85000,فولكسفاجن,توران,2011,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,250000.0,7,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,0
38,32500,شفروليه,اوبترا,2006,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,140000.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,0,1,1,0,1,0,0
39,33500,اوبل,كورسا,2003,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,122000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
40,97000,فولكسفاجن,توران,2012,رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,,7,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,0
41,85000,هونداي,توسان,2010,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
42,45000,فورد,فيستا,2012,بترولي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250,78000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,0,0,0
43,21000,دايو,رايسر,1996,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,0.0,5,إمكانية التقسيط ,للبيع فقط ,3,1,1,1,1,1,0,1,1,0
44,11000,رينو,R9,1983,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1100,,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,0,0,0,1,0,1,0
45,45000,فورد,ترانزيت,2000,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2500,,8,نقدا فقط ,للبيع أو التبديل ,0,1,1,0,0,1,0,0,0,0
46,20000,مرسيدس,فيتو,1999,رصاصي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000,,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
47,56500,اوبل,كورسا,2015,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,22000.0,6,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,0,0
48,85000,جييب,شيروكي,2003,رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3700,130000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
49,10000,رينو,R9,1982,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1235,,5,نقدا فقط ,للبيع فقط ,8,0,0,0,0,0,0,0,0,0
50,51900,اوبل,كورسا,2013,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
51,75000,فولكسفاجن,كرافيل,2008,برتقالي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2500,,8,نقدا فقط ,للبيع فقط ,1,1,1,1,0,1,0,1,1,0
52,40000,هونداي,جيتس,2007,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,900000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,0
53,113000,سكودا,اوكتافيا,2015,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,7000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
54,25000,فولكسفاجن,بولو,1997,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,0.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,0,1,1,1,1,0,0
55,60000,فولكسفاجن,جولف,2007,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,0,1,1,0,0
56,100000,فولكسفاجن,جولف,2012,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,65000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
57,37000,سكودا,اوكتافيا,2001,أخضر ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,,5,نقدا فقط ,للبيع فقط ,6,1,1,1,0,0,1,0,1,1
58,85000,فولكسفاجن,باسات,2010,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,190000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,0
59,37000,فولكسفاجن,ترانسبورتر,1999,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2400,,8,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,0,0,0,0,0,1,0
60,23000,اوبل,كاديت,1986,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,0,1,0,1,1,0,0
61,69000,بيجو,بارتنر,2012,رمادي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,0,0,1,0
62,13000,اوبل,كاديت,1984,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400,184000.0,5,نقدا فقط ,للبيع فقط ,5,1,1,0,1,1,1,0,1,0
63,6000,اوبل,اسكونا,1984,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,200000.0,6,نقدا فقط ,للبيع فقط ,5,0,0,0,0,0,1,0,1,0
64,45000,اوبل,زافيرا,2004,أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000,,7,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,0
65,123999,سكودا,سوبيرب,2014,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
66,59000,كيا,بيكانتو,2015,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,30000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,0
67,84000,فولكسفاجن,بولو,2015,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
68,5500,فورد,فوكس,2002,أبيض ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,1600,295000.0,5,نقدا فقط ,للبيع فقط ,3,0,0,1,1,1,0,0,0,0
69,108000,فولكسفاجن,كادي,2015,بني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,60000.0,7,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,0,1,1,0
70,22000,دايو,نوبيرا,1997,خمري ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,143212.0,5,إمكانية التقسيط ,للبيع أو التبديل ,9,1,1,1,1,0,0,0,0,0
71,215000,بي,ام,2014,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,43000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
72,67000,فورد,فيستا,2013,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,71000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
73,45000,شفروليه,افيو,2009,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,160000.0,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,0,1,0,0
74,55000,هونداي,توسان,2006,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
75,11500,دراجة,نارية,2016,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,125,4000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,0,0,0,0,0,0,0,0,0
76,4000,فولكسفاجن,جولف,1982,خمري ,بنزين ,تأجير ,فلسطينية ,عادي ,الكتروني ,1300,,5,نقدا فقط ,للبيع فقط ,0,0,0,0,0,0,0,0,0,0
77,66000,هونداي,توسان,2008,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,121000.0,6,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,0,1
78,68000,هونداي,اكسنت,2015,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,9900.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,0,1,0
79,95000,سكودا,اوكتافيا,2016,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,56000.0,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,1
80,7000,رينو,R9,1983,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1100,,5,إمكانية التقسيط ,للبيع فقط ,0,0,0,0,0,0,0,0,0,0
81,57000,بيجو,بارتنر,2011,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,260000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,1,1,0
82,7500,بيجو,305,1984,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,0.0,5,نقدا فقط ,للبيع فقط ,0,1,1,0,0,0,0,0,1,0
83,1900,ستروين,كسارا,2000,سكني ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,1600,0.0,6,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,1,1,0
84,42000,هونداي,كليك,2007,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,80000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,1,0,0
85,25000,بي,ام,1994,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000,200000.0,5,إمكانية التقسيط ,للبيع فقط ,5,1,1,1,1,1,1,1,1,1
86,60000,هونداي,i25,2014,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,60000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
87,38500,بيجو,307,2007,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,140000.0,5,نقدا فقط ,للبيع أو التبديل ,5,1,1,1,1,1,1,1,0,1
88,55000,هونداي,i30,2008,رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,124000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
89,87000,فولكسفاجن,CC,2010,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,120000.0,6,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,1
90,120000,كيا,سورينتو,2013,فضي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2200,100000.0,7,نقدا فقط ,للبيع فقط ,0,1,1,1,1,0,1,1,1,0
91,22000,دايو,ماتيز,2002,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,800,90000.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,0,1,0
92,30000,مرسيدس,220,1997,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,220,,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,0,1,0,1,1,1,0
93,190000,فولفو,FH,2001,أحمر ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,420,,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
94,36000,فولكسفاجن,باسات,2000,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
95,28000,شفروليه,اوبترا,2007,ذهبي ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,0,0,0,0
96,42000,هونداي,كليك,2008,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,0.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,1
97,44500,كيا,فورتي,2009,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,99000.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,1
98,33000,اوبل,أوميغا,1997,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500,200000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
99,59500,كيا,فورتي,2008,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,82000.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,1
100,3800,كيا,ريو,2007,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1500,32123123.0,5,إمكانية التقسيط ,للبيع فقط ,4,1,1,1,1,1,1,1,0,0
101,28500,اوبل,استرا,1999,أخضر ,بنزين ,تأجير ,فلسطينية ,عادي ,الكتروني ,1400,120000.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,1,1,0,0,0,0
102,55000,سكودا,اوكتافيا,2009,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,0.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,0
103,30000,هونداي,الانترا,2006,أزرق سماوي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1999,,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,0,0,0,0,0,1
104,38000,فولكسفاجن,باسات,1998,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,166000.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,0,1,1,0
105,50000,سكودا,اوكتافيا,2007,فيراني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,275000.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,0
106,14500,رينو,R5,1988,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,,5,نقدا فقط ,للبيع فقط ,0,0,0,0,1,0,1,0,0,0
107,67000,هونداي,اكسنت,2013,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,60000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,0
108,54000,اوبل,كورسا,2013,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400,0.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,0,0,0
109,170000,مازدا,6,2015,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500,50000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
110,23000,دايو,ليجانزا,1999,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,,5,نقدا فقط ,للبيع فقط ,0,0,0,0,0,0,1,0,0,0
111,89500,كيا,سبورتاج,2011,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,82700.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
112,60000,سكودا,اوكتافيا,2008,رمادي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,0,0,0
113,130000,فولكسفاجن,طوارق,2008,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3600,123000.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,1
114,78000,فولكسفاجن,جولف,2010,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,120000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
115,63000,سكودا,اوكتافيا,2008,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,500000.0,5,نقدا فقط ,للبيع فقط ,4,0,0,1,1,1,1,1,0,0
116,59000,ايسوزو,تروبر,1999,ذهبي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,3000,18000000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,5,1,1,1,1,1,1,0,1,0
117,41000,هونداي,جيتس,2008,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,150000.0,5,نقدا فقط ,للبيع أو التبديل ,4,1,1,0,1,1,1,1,0,0
118,11000,اوبل,اسكونا,1984,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,100000.0,5,نقدا فقط ,للبيع فقط ,4,0,0,0,0,0,0,0,0,0
119,60500,سكودا,اوكتافيا,2007,سكني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,0,0,0,1,1,0,0
120,5000,سانغ,يونغ,2013,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,125,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
121,105000,فولكسفاجن,كادي,2014,فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,60000.0,7,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
122,58000,سيت,ابيزا,2014,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,80000.0,5,إمكانية التقسيط ,للتبديل فقط ,1,1,1,1,1,1,1,0,0,0
123,33000,فيات,دوبلو,2004,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,,5,نقدا فقط ,للبيع فقط ,2,1,1,0,0,0,1,0,0,0
124,26999,دايو,لانوس,2002,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,0,0,0,0
125,52000,كيا,بيكانتو,2014,رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1100,20000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,0,0,0,1,0,0
