Price,Brand,Model,Year,Color,Fuel_Type,Vehicle_History,Palestinian_Licence,Transmission_Type,Electric_Windows,Engine_Capacity,Kilometers_Driven,Seats,Installment_Payment_Method,Listed_For,Previous_Owners,Radio,Air_Conditioner,Central_Lock,Airbag,Magnesium_Rims,Alert_System,Leather_Seats,Sunroof,Kilometers_Driven_ZScore,Previous_Owners_Ranges,Previous_Owners_Labels
100000,كيا,اوبتيما,2014,أبيض عاجي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,75000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.6291076727095656,[0-2],1
60000,كيا,سورينتو,2007,سكني ,ديزل ,خصوصي ,1,نصف اوتوماتيك ,1,2500,130000.0,8,1,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,-0.3337556155229673,[0-2],1
43500,هونداي,افانتي,2006,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,175154.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.09127694661017348,[0-2],1
5500,فيات,127,1982,بيج ,بنزين ,خصوصي ,1,عادي ,0,906,844862.0,5,1,للبيع فقط ,4,1,1,0,0,0,0,1,0,3.505080062741142,[3-4],2
54000,بيجو,208,2014,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1200,38000.0,5,0,للبيع فقط ,0,0,1,1,1,1,1,0,0,-0.8277990566350953,[0-2],1
205000,بي,ام,2015,أسود ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,181118.0,6,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.05925004353633943,[0-2],1
65000,اوبل,كورسا,2015,بترولي ,بنزين ,خصوصي ,1,عادي ,1,1400,123456.0,5,1,للبيع فقط ,0,1,1,1,1,1,1,1,0,-0.3688971402907691,[0-2],1
230000,مرسيدس,C200,2014,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,50000.0,5,1,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.7633586077943829,[0-2],1
59000,فورد,فيستا,2014,أسود ميتالك ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,92728.0,5,0,للبيع فقط ,0,1,1,1,1,0,1,0,0,-0.5339076496222198,[0-2],1
84000,نيسان,باترول,2003,أبيض ,بنزين ,خصوصي ,1,عادي ,1,4500,56000.0,8,1,للبيع فقط ,2,1,1,1,1,1,1,1,0,-0.7311383833740268,[0-2],1
75000,فورد,ترانزيت,2005,أبيض عاجي ,ديزل ,خصوصي ,1,عادي ,1,2500,460000.0,8,1,للبيع أو التبديل ,1,1,1,1,1,0,1,0,0,1.4383567275966223,[0-2],1
39000,بيجو,206+,2012,فضي ,بنزين ,خصوصي ,1,عادي ,1,1400,113335.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,0,0,-0.42324728885050655,[0-2],1
73000,سكودا,فابيا,2016,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1200,45000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,0,0,-0.7902087948113464,[0-2],1
55000,سكودا,فابيا,2012,أسود ميتالك ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1200,113335.0,5,0,للبيع فقط ,1,1,1,0,0,1,0,0,0,-0.42324728885050655,[0-2],1
66000,كيا,برايد,2014,فيراني ,ديزل ,خصوصي ,1,عادي ,1,1400,79000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.6076275230959948,[0-2],1
55000,بيجو,بارتنر,2011,أحمر ,ديزل ,خصوصي ,1,عادي ,1,1600,271677.0,5,0,للبيع فقط ,1,1,1,1,1,0,0,0,0,0.42705517367749973,[0-2],1
100000,فولكسفاجن,كادي,2014,سكني ,ديزل ,خصوصي ,1,عادي ,1,1600,150000.0,7,1,للبيع أو التبديل ,0,1,1,1,0,0,0,0,0,-0.22635486745511335,[0-2],1
2600,هوندا,اكورد,1997,ذهبي ,بنزين ,خصوصي ,0,اوتوماتيك ,1,1800,210000.0,5,0,للبيع فقط ,3,1,1,1,1,1,0,1,1,0.09584737674844841,[3-4],2
1800,اوبل,اسكونا,1967,أزرق ,بنزين ,خصوصي ,1,عادي ,0,1200,1000.0,5,1,للبيع فقط ,2,1,0,0,0,1,0,0,0,-1.026490440560625,[0-2],1
77000,هونداي,سانتافيه,2008,أزرق سماوي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2200,20000.0,7,0,للبيع فقط ,3,1,1,1,1,0,1,1,1,-0.9244597298961638,[3-4],2
20000,هونداي,الانترا,1999,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1600,247276.0,5,0,للبيع فقط ,2,1,0,1,1,1,0,1,0,0.29602089099731455,[0-2],1
61000,هونداي,i30,2010,رمادي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,113000.0,5,1,للبيع فقط ,2,1,1,0,1,1,1,1,0,-0.4250462513806431,[0-2],1
47000,فورد,فيستا,2014,أزرق ,بنزين ,خصوصي ,1,عادي ,1,1250,33000.0,5,0,للتبديل فقط ,0,1,1,1,1,0,1,0,0,-0.8546492436520587,[0-2],1
93000,هونداي,توسان,2014,فضي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,203758.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,0,0.0623276032764712,[0-2],1
71000,سكودا,رابيد,2014,سكني ,ديزل ,خصوصي ,1,عادي ,1,1600,203758.0,5,0,للبيع فقط ,0,1,1,0,0,0,1,0,0,0.0623276032764712,[0-2],1
110000,هونداي,i40,2011,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1800,123638.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.3679197934833516,[0-2],1
90000,سكودا,اوكتافيا,2014,عدة الوان ,ديزل ,خصوصي ,1,عادي ,1,1600,203758.0,5,0,للبيع أو التبديل ,0,1,1,1,0,1,1,0,0,0.0623276032764712,[0-2],1
67000,كيا,فورتي,2011,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,122000.0,5,0,للبيع فقط ,1,1,1,1,1,1,0,1,1,-0.37671591475010885,[0-2],1
17500,اوبل,كاديت,1982,أبيض عاجي ,بنزين ,خصوصي ,1,عادي ,1,1300,844862.0,5,0,للبيع فقط ,4,1,0,1,0,1,1,0,0,3.505080062741142,[3-4],2
67000,هونداي,اكسنت,2016,فيراني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,22000.0,5,1,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,-0.9137196550893785,[0-2],1
60000,فولكسفاجن,بولو,2012,أسود ميتالك ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,113335.0,5,0,للبيع أو التبديل ,2,1,1,1,1,0,1,0,0,-0.42324728885050655,[0-2],1
95000,فولكسفاجن,كادي,2011,أسود ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,271677.0,7,1,للبيع فقط ,1,1,1,1,1,1,0,1,0,0.42705517367749973,[0-2],1
30000,دايو,لانوس,1999,أزرق ,بنزين ,خصوصي ,1,عادي ,0,1500,247276.0,5,0,للبيع فقط ,3,0,0,0,0,0,0,0,0,0.29602089099731455,[3-4],2
115000,فولكسفاجن,كادي,2012,فضي ,ديزل ,خصوصي ,1,عادي ,1,1600,150000.0,7,1,للبيع فقط ,2,1,1,1,1,1,1,1,0,-0.22635486745511335,[0-2],1
109000,هونداي,توسان,2014,فيراني ,ديزل ,خصوصي ,1,نصف اوتوماتيك ,1,2000,29000.0,5,1,للبيع أو التبديل ,0,1,1,1,1,0,1,1,0,-0.8761293932656296,[0-2],1
42000,هونداي,افانتي,2006,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,123457.0,5,1,للبيع أو التبديل ,2,0,0,0,0,0,0,0,0,-0.36889177025336567,[0-2],1
85000,فولكسفاجن,توران,2011,فيراني ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,250000.0,7,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,0.31064887288415627,[0-2],1
32500,شفروليه,اوبترا,2006,أبيض عاجي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,140000.0,5,0,للبيع أو التبديل ,3,1,0,1,1,0,1,0,0,-0.2800552414890403,[3-4],2
33500,اوبل,كورسا,2003,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,122000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.37671591475010885,[0-2],1
97000,فولكسفاجن,توران,2012,رصاصي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,249037.0,7,1,للبيع أو التبديل ,1,1,1,1,1,1,1,0,0,0.3054775268646891,[0-2],1
85000,هونداي,توسان,2010,فيراني ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,294317.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,0.5486328204903104,[0-2],1
45000,فورد,فيستا,2012,بترولي ,بنزين ,خصوصي ,1,عادي ,1,1250,78000.0,5,0,للبيع فقط ,1,1,1,1,1,0,0,0,0,-0.6129975604993875,[0-2],1
21000,دايو,رايسر,1996,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1500,278186.0,5,1,للبيع فقط ,3,1,1,1,1,0,1,1,0,0.4620087471361828,[3-4],2
11000,رينو,R9,1983,أبيض عاجي ,بنزين ,خصوصي ,1,عادي ,0,1100,824256.0,5,1,للبيع أو التبديل ,4,1,0,0,0,1,0,1,0,3.394425072006832,[3-4],2
45000,فورد,ترانزيت,2000,أبيض ,ديزل ,عمومي ,1,عادي ,1,2500,520715.0,8,0,للبيع أو التبديل ,2,1,0,0,1,0,0,0,0,1.7643985485436098,[0-2],1
20000,مرسيدس,فيتو,1999,رصاصي ,ديزل ,خصوصي ,1,عادي ,1,2000,543355.0,5,1,للبيع فقط ,2,1,1,1,1,1,1,1,0,1.8859761953564205,[0-2],1
56500,اوبل,كورسا,2015,رمادي ,بنزين ,خصوصي ,1,عادي ,1,1400,22000.0,6,0,للبيع فقط ,0,1,1,1,1,1,1,0,0,-0.9137196550893785,[0-2],1
85000,جييب,شيروكي,2003,رصاصي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,3700,130000.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.3337556155229673,[0-2],1
10000,رينو,R9,1982,أبيض عاجي ,بنزين ,خصوصي ,1,عادي ,0,1235,844862.0,5,0,للبيع فقط ,8,0,0,0,0,0,0,0,0,3.505080062741142,[5+),3
51900,اوبل,كورسا,2013,فضي ,بنزين ,خصوصي ,1,عادي ,1,1400,103032.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,-0.4785747842176615,[0-2],1
75000,فولكسفاجن,كرافيل,2008,برتقالي ,ديزل ,عمومي ,1,عادي ,1,2500,339597.0,8,0,للبيع فقط ,1,1,1,0,1,0,1,1,0,0.7917881141159316,[0-2],1
40000,هونداي,جيتس,2007,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,900000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,3.8011731850894086,[0-2],1
113000,سكودا,اوكتافيا,2015,أسود ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,7000.0,5,1,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,-0.9942702161402689,[0-2],1
25000,فولكسفاجن,بولو,1997,أبيض عاجي ,بنزين ,خصوصي ,1,عادي ,1,1600,267883.0,5,0,للبيع أو التبديل ,2,1,0,1,1,1,1,0,0,0.4066812517690278,[0-2],1
60000,فولكسفاجن,جولف,2007,فضي ,بنزين ,خصوصي ,1,عادي ,1,1600,164851.0,5,0,للبيع فقط ,1,1,1,1,0,1,1,0,0,-0.14660444197732841,[0-2],1
100000,فولكسفاجن,جولف,2012,أبيض عاجي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,65000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.6828080467434925,[0-2],1
37000,سكودا,اوكتافيا,2001,أخضر ,ديزل ,عمومي ,1,عادي ,1,1900,498075.0,5,0,للبيع فقط ,2,1,1,0,0,1,0,1,1,1.642820901730799,[0-2],1
85000,فولكسفاجن,باسات,2010,أسود ميتالك ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,190000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,0,0,-0.01155337131940551,[0-2],1
37000,فولكسفاجن,ترانسبورتر,1999,أبيض عاجي ,ديزل ,عمومي ,1,عادي ,1,2400,543355.0,8,1,للبيع أو التبديل ,2,1,0,0,0,0,0,1,0,1.8859761953564205,[0-2],1
23000,اوبل,كاديت,1986,أحمر ,بنزين ,خصوصي ,1,عادي ,1,1500,762436.0,5,1,للبيع فقط ,3,1,0,1,0,1,1,0,0,3.062449359729096,[3-4],2
69000,بيجو,بارتنر,2012,رمادي ,ديزل ,خصوصي ,1,عادي ,1,1600,249037.0,5,0,للبيع فقط ,1,1,1,1,1,0,0,1,0,0.3054775268646891,[0-2],1
13000,اوبل,كاديت,1984,أبيض ,بنزين ,خصوصي ,1,عادي ,0,1400,184000.0,5,0,للبيع فقط ,5,1,0,1,1,1,0,1,0,-0.04377359573976169,[5+),3
6000,اوبل,اسكونا,1984,أبيض ,بنزين ,خصوصي ,1,عادي ,0,1300,200000.0,6,0,للبيع فقط ,5,0,0,0,0,1,0,1,0,0.04214700271452145,[5+),3
45000,اوبل,زافيرا,2004,أسود ,ديزل ,خصوصي ,1,عادي ,1,2000,430156.0,7,0,للبيع فقط ,3,1,1,1,1,1,1,1,0,1.2780933313297709,[3-4],2
123999,سكودا,سوبيرب,2014,أسود ميتالك ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,203758.0,5,0,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,0.0623276032764712,[0-2],1
59000,كيا,بيكانتو,2015,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1000,30000.0,5,1,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,-0.8707593558622369,[0-2],1
84000,فولكسفاجن,بولو,2015,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,82425.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.5892351449893748,[0-2],1
5500,فورد,فوكس,2002,أبيض ,بنزين ,خصوصي ,0,اوتوماتيك ,1,1600,295000.0,5,0,للبيع فقط ,2,0,1,1,1,0,0,0,0,0.5523005560368276,[0-2],1
108000,فولكسفاجن,كادي,2015,بني ,ديزل ,خصوصي ,1,عادي ,1,1600,60000.0,7,0,للبيع فقط ,0,1,1,1,1,0,1,1,0,-0.709658233760456,[0-2],1
22000,دايو,نوبيرا,1997,خمري ,بنزين ,خصوصي ,1,عادي ,1,1500,143212.0,5,1,للبيع أو التبديل ,9,1,1,1,0,0,0,0,0,-0.262806681349343,[5+),3
215000,بي,ام,2014,أسود ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,43000.0,5,0,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,-0.8009488696181318,[0-2],1
67000,فورد,فيستا,2013,أسود ميتالك ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,71000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.6505878223231363,[0-2],1
45000,شفروليه,افيو,2009,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,160000.0,5,1,للبيع فقط ,1,1,1,1,1,0,1,0,0,-0.17265449342118638,[0-2],1
55000,هونداي,توسان,2006,أبيض ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,384876.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,1.0349380377041495,[0-2],1
11500,دراجة,نارية,2016,أزرق سماوي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,125,4000.0,5,1,للبيع أو التبديل ,0,0,0,0,0,0,0,0,0,-1.0103803283504469,[0-2],1
4000,فولكسفاجن,جولف,1982,خمري ,بنزين ,تأجير ,1,عادي ,1,1300,844862.0,5,0,للبيع فقط ,4,0,0,0,0,0,0,0,0,3.505080062741142,[3-4],2
66000,هونداي,توسان,2008,سكني ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,121000.0,6,0,للبيع فقط ,2,1,1,1,1,1,1,0,1,-0.38208595215350155,[0-2],1
68000,هونداي,اكسنت,2015,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,9900.0,5,0,للبيع فقط ,0,1,1,1,1,1,0,1,0,-0.97869710767043,[0-2],1
95000,سكودا,اوكتافيا,2016,أبيض ,ديزل ,خصوصي ,1,عادي ,1,1600,56000.0,5,1,للبيع فقط ,0,1,1,1,1,1,1,0,1,-0.7311383833740268,[0-2],1
7000,رينو,R9,1983,كحلي ,بنزين ,خصوصي ,1,عادي ,0,1100,824256.0,5,1,للبيع فقط ,4,0,0,0,0,0,0,0,0,3.394425072006832,[3-4],2
57000,بيجو,بارتنر,2011,أبيض عاجي ,ديزل ,خصوصي ,1,عادي ,1,1600,260000.0,5,0,للبيع فقط ,1,1,1,1,1,0,1,1,0,0.3643492469180832,[0-2],1
7500,بيجو,305,1984,أبيض عاجي ,بنزين ,خصوصي ,1,عادي ,0,1300,803649.0,5,0,للبيع فقط ,3,1,0,0,0,0,0,1,0,3.283764711235119,[3-4],2
1900,ستروين,كسارا,2000,سكني ,بنزين ,خصوصي ,0,اوتوماتيك ,1,1600,236973.0,6,0,للبيع فقط ,2,1,1,1,1,0,1,1,0,0.2406933956301596,[0-2],1
42000,هونداي,كليك,2007,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,80000.0,5,0,للبيع فقط ,1,1,1,1,1,0,1,0,0,-0.6022574856926021,[0-2],1
25000,بي,ام,1994,كحلي ,بنزين ,خصوصي ,1,عادي ,1,2000,200000.0,5,1,للبيع فقط ,5,1,1,1,1,1,1,1,1,0.04214700271452145,[5+),3
60000,هونداي,i25,2014,أسود ميتالك ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,60000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,-0.709658233760456,[0-2],1
38500,بيجو,307,2007,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,140000.0,5,0,للبيع أو التبديل ,5,1,1,1,1,1,1,0,1,-0.2800552414890403,[5+),3
55000,هونداي,i30,2008,رصاصي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,124000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.36597583994332344,[0-2],1
87000,فولكسفاجن,CC,2010,أبيض عاجي ,بنزين ,خصوصي ,1,نصف اوتوماتيك ,1,2000,120000.0,6,1,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,-0.3874559895568942,[0-2],1
120000,كيا,سورينتو,2013,فضي ,ديزل ,خصوصي ,1,نصف اوتوماتيك ,1,2200,100000.0,7,0,للبيع فقط ,1,1,1,1,0,1,1,1,0,-0.49485673762474813,[0-2],1
22000,دايو,ماتيز,2002,أحمر ,بنزين ,خصوصي ,1,عادي ,1,800,90000.0,5,0,للبيع أو التبديل ,3,1,1,1,1,1,0,1,0,-0.5485571116586752,[3-4],2
30000,مرسيدس,220,1997,أبيض ,ديزل ,عمومي ,1,عادي ,1,220,588634.0,5,1,للبيع فقط ,2,1,0,1,0,1,1,1,0,2.1291261189446384,[0-2],1
190000,فولفو,FH,2001,أحمر ,ديزل ,خصوصي ,1,عادي ,1,420,498075.0,5,1,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,1.642820901730799,[0-2],1
36000,فولكسفاجن,باسات,2000,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1600,236973.0,5,0,للبيع فقط ,2,1,1,1,1,1,1,1,0,0.2406933956301596,[0-2],1
28000,شفروليه,اوبترا,2007,ذهبي ,بنزين ,تأجير ,1,اوتوماتيك ,1,1600,164851.0,5,1,للبيع فقط ,1,1,1,1,1,0,0,0,0,-0.14660444197732841,[0-2],1
42000,هونداي,كليك,2008,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,154548.0,5,0,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,-0.20193193734448336,[3-4],2
44500,كيا,فورتي,2009,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,99000.0,5,0,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,-0.5002267750281408,[3-4],2
33000,اوبل,أوميغا,1997,ذهبي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2500,200000.0,5,0,للبيع فقط ,2,1,1,1,1,1,1,1,1,0.04214700271452145,[0-2],1
59500,كيا,فورتي,2008,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,82000.0,5,0,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,-0.5915174108858167,[3-4],2
28500,اوبل,استرا,1999,أخضر ,بنزين ,تأجير ,1,عادي ,1,1400,120000.0,5,1,للبيع فقط ,2,1,1,1,1,0,0,0,0,-0.3874559895568942,[0-2],1
55000,سكودا,اوكتافيا,2009,أبيض عاجي ,ديزل ,عمومي ,1,عادي ,1,1900,316957.0,5,1,للبيع فقط ,2,1,1,1,1,1,1,1,0,0.670210467303121,[0-2],1
30000,هونداي,الانترا,2006,أزرق سماوي ,ديزل ,عمومي ,1,عادي ,1,1999,384876.0,5,1,للبيع فقط ,1,1,1,0,0,0,0,0,1,1.0349380377041495,[0-2],1
38000,فولكسفاجن,باسات,1998,أزرق سماوي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1800,166000.0,5,0,للبيع أو التبديل ,2,1,1,1,1,0,1,1,0,-0.14043426900083023,[0-2],1
50000,سكودا,اوكتافيا,2007,فيراني ,ديزل ,عمومي ,1,عادي ,1,1900,275000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,0.44489980796897366,[0-2],1
14500,رينو,R5,1988,سكني ,بنزين ,خصوصي ,1,عادي ,1,1400,721224.0,5,0,للبيع فقط ,3,0,0,1,0,1,0,0,0,2.841139378260476,[3-4],2
67000,هونداي,اكسنت,2013,خمري ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,60000.0,5,0,للبيع فقط ,3,1,1,1,1,1,1,1,0,-0.709658233760456,[3-4],2
54000,اوبل,كورسا,2013,فيراني ,بنزين ,خصوصي ,1,عادي ,0,1400,103032.0,5,1,للبيع فقط ,1,1,1,1,1,1,0,0,0,-0.4785747842176615,[0-2],1
170000,مازدا,6,2015,خمري ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2500,50000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.7633586077943829,[0-2],1
23000,دايو,ليجانزا,1999,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1800,247276.0,5,0,للبيع فقط ,2,0,0,0,0,1,0,0,0,0.29602089099731455,[0-2],1
89500,كيا,سبورتاج,2011,فضي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,82700.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.5877583847034418,[0-2],1
60000,سكودا,اوكتافيا,2008,رمادي ,ديزل ,خصوصي ,1,عادي ,1,1900,339597.0,5,0,للبيع فقط ,2,1,1,1,1,1,0,0,0,0.7917881141159316,[0-2],1
130000,فولكسفاجن,طوارق,2008,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,3600,123000.0,5,0,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,-0.37134587734671615,[0-2],1
78000,فولكسفاجن,جولف,2010,أسود ,بنزين ,خصوصي ,1,عادي ,1,1400,120000.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,0,0,-0.3874559895568942,[0-2],1
63000,سكودا,اوكتافيا,2008,أبيض ,ديزل ,خصوصي ,1,عادي ,1,1900,500000.0,5,0,للبيع فقط ,4,0,1,1,1,1,1,0,0,1.6531582237323301,[3-4],2
41000,هونداي,جيتس,2008,أحمر ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,150000.0,5,0,للبيع أو التبديل ,4,1,0,1,1,1,1,0,0,-0.22635486745511335,[3-4],2
11000,اوبل,اسكونا,1984,فضي ,بنزين ,خصوصي ,1,عادي ,0,1300,100000.0,5,0,للبيع فقط ,4,0,0,0,0,0,0,0,0,-0.49485673762474813,[3-4],2
60500,سكودا,اوكتافيا,2007,سكني ,ديزل ,عمومي ,1,عادي ,1,1900,362236.0,5,1,للبيع فقط ,1,1,0,0,0,1,1,0,0,0.9133603908913389,[0-2],1
5000,سانغ,يونغ,2013,أزرق ,بنزين ,خصوصي ,1,اوتوماتيك ,1,125,103032.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.4785747842176615,[0-2],1
105000,فولكسفاجن,كادي,2014,فيراني ,ديزل ,خصوصي ,1,عادي ,1,1600,60000.0,7,0,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,-0.709658233760456,[0-2],1
58000,سيت,ابيزا,2014,أسود ,بنزين ,خصوصي ,1,عادي ,1,1200,80000.0,5,1,للتبديل فقط ,0,1,1,1,1,1,0,0,0,-0.6022574856926021,[0-2],1
33000,فيات,دوبلو,2004,أبيض ,ديزل ,عمومي ,1,عادي ,1,1900,430156.0,5,0,للبيع فقط ,1,1,0,0,0,1,0,0,0,1.2780933313297709,[0-2],1
26999,دايو,لانوس,2002,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1500,216367.0,5,0,للبيع فقط ,2,1,1,1,1,0,0,0,0,0.1300384048958497,[0-2],1
52000,كيا,بيكانتو,2014,رصاصي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1100,20000.0,5,0,للبيع فقط ,0,1,1,0,0,0,1,0,0,-0.9244597298961638,[0-2],1
135000,هونداي,سانتافيه,2014,أبيض عاجي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,87000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.5646672238688532,[0-2],1
175000,مرسيدس,C250,2015,فيراني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2500,30000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.8707593558622369,[0-2],1
28000,بيجو,206,2007,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,160000.0,5,0,للبيع فقط ,1,1,1,1,1,0,0,0,0,-0.17265449342118638,[0-2],1
39000,شفروليه,اوبترا,2011,أزرق سماوي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,110000.0,5,1,للبيع أو التبديل ,2,1,1,1,1,0,1,0,0,-0.44115636359082117,[0-2],1
45000,فورد,كونيكت,2005,أبيض عاجي ,ديزل ,تجاري ,1,عادي ,1,1850,22000.0,5,0,للبيع فقط ,2,1,1,1,1,0,1,0,0,-0.9137196550893785,[0-2],1
72500,فولكسفاجن,باسات,2007,بني ,ديزل ,خصوصي ,1,نصف اوتوماتيك ,1,2000,362236.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,0.9133603908913389,[0-2],1
35000,هونداي,فيرنا,2002,ذهبي ,بنزين ,خصوصي ,1,عادي ,1,1500,350000.0,5,1,للبيع أو التبديل ,2,1,1,1,1,1,1,0,0,0.8476526132234259,[0-2],1
120000,سكودا,اوكتافيا,2014,أزرق ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,203758.0,5,1,للبيع فقط ,1,1,1,1,1,1,1,1,1,0.0623276032764712,[0-2],1
58000,هونداي,اكسنت,2013,سكني ,بنزين ,خصوصي ,1,نصف اوتوماتيك ,1,1400,75000.0,5,0,للبيع فقط ,1,1,1,0,0,0,0,0,0,-0.6291076727095656,[0-2],1
