Price,Brand,Model,Year,Color,Fuel_Type,Vehicle_History,Palestinian_Licence,Transmission_Type,Electric_Windows,Engine_Capacity,Kilometers_Driven,Seats,Installment_Payment_Method,Listed_For,Previous_Owners,Radio,Air_Conditioner,Central_Lock,Airbag,Magnesium_Rims,Alert_System,Leather_Seats,Sunroof,Kilometers_Driven_ZScore,Previous_Owners_Ranges,Previous_Owners_Labels
38000,بيجو,208,2015,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,70000.0,5,0,للبيع فقط ,2,1,1,1,1,1,1,0,0,-0.655957859726529,[0-2],1
90000,بي,ام,2013,بني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,140000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.2800552414890403,[0-2],1
30000,فولكسفاجن,بولو,2004,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,0,1400,195760.0,5,0,للبيع فقط ,1,1,1,1,0,0,1,0,0,0.019378044124136417,[0-2],1
100000,هونداي,سانتافيه,2015,رصاصي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,103000.0,7,0,للبيع أو التبديل ,3,1,1,1,1,1,1,1,0,-0.4787466254145701,[3-4],2
48000,هونداي,i30,2008,أحمر ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,154548.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.20193193734448336,[0-2],1
120000,بي,ام,2015,كحلي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,85000.0,5,1,للبيع فقط ,0,1,1,1,1,1,0,1,0,-0.5754072986756386,[0-2],1
178000,فولكسفاجن,تيجوان,2018,أسود ميتالك ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,75000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.6291076727095656,[0-2],1
143000,فولكسفاجن,GTI,2016,أسود ميتالك ,بنزين ,خصوصي ,1,نصف اوتوماتيك ,1,2000,69000.0,5,0,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,-0.6613278971299217,[0-2],1
38000,بيجو,بارتنر,2008,سكني ,ديزل ,خصوصي ,1,عادي ,0,1600,339597.0,5,1,للبيع فقط ,1,1,1,1,1,0,1,1,0,0.7917881141159316,[0-2],1
73000,كيا,سول,2017,كحلي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,61000.0,5,0,للبيع فقط ,0,0,1,1,1,1,1,1,1,-0.7042881963570633,[0-2],1
55000,مرسيدس,240,2003,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2600,249480.0,5,0,للبيع فقط ,2,1,1,1,1,1,1,0,1,0.30785645343439205,[0-2],1
34000,فولكسفاجن,بولو,2004,أحمر ,بنزين ,خصوصي ,1,اوتوماتيك ,0,1400,200000.0,5,1,للبيع أو التبديل ,1,1,0,1,1,1,1,0,0,0.04214700271452145,[0-2],1
44000,كيا,برايد,2008,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,215000.0,5,0,للبيع فقط ,2,1,1,1,1,1,1,1,0,0.12269756376541188,[0-2],1
150000,هونداي,سانتافيه,2018,أبيض ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,75000.0,7,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.6291076727095656,[0-2],1
165000,اودي,Q7,2011,أسود ,ديزل ,خصوصي ,1,نصف اوتوماتيك ,1,3000,168000.0,7,1,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,-0.12969419419404482,[3-4],2
88000,هونداي,فينيو,2019,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,23000.0,5,1,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,-0.9083496176859858,[0-2],1
70000,سيت,ليون,2015,أسود ,بنزين ,خصوصي ,1,عادي ,1,1200,127000.0,5,1,للبيع فقط ,0,1,1,1,1,1,0,0,0,-0.34986572773314534,[0-2],1
47000,فورد,فوكس,2012,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,12222.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,0,0,-0.9662278808197522,[0-2],1
40000,اوبل,زافيرا,2004,أبيض ,ديزل ,خصوصي ,1,عادي ,1,2000,16956.0,7,0,للبيع فقط ,1,1,1,1,1,1,0,0,0,-0.9408061237520912,[0-2],1
38000,اوبل,كورسا,2013,كرميدي ,بنزين ,خصوصي ,1,عادي ,1,1400,160000.0,5,0,للبيع فقط ,1,0,1,0,1,1,1,1,0,-0.17265449342118638,[0-2],1
105000,سكودا,اوكتافيا,2017,أبيض ,ديزل ,خصوصي ,1,نصف اوتوماتيك ,1,2000,113000.0,5,1,للبيع فقط ,2,1,1,1,1,1,1,0,0,-0.4250462513806431,[0-2],1
130000,فولكسفاجن,باسات,2019,أبيض ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,190000.0,5,1,للبيع أو التبديل ,2,1,1,1,1,1,0,0,0,-0.01155337131940551,[0-2],1
150000,فولكسفاجن,باسات,2018,أبيض ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,133400.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,0,0,-0.3154974883514321,[0-2],1
45000,كيا,فورتي,2011,أبيض عاجي ,بنزين ,تأجير ,1,اوتوماتيك ,1,1600,123638.0,5,1,للبيع فقط ,1,1,1,1,1,0,0,0,0,-0.3679197934833516,[0-2],1
15000,اوبل,استرا,2000,سكني ,بنزين ,خصوصي ,1,عادي ,1,1600,236973.0,6,0,للبيع فقط ,5,1,0,0,0,1,0,0,0,0.2406933956301596,[5+),3
71000,سكودا,اوكتافيا,2014,أبيض عاجي ,ديزل ,خصوصي ,1,عادي ,1,1600,177000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,0,0,-0.08136385756351056,[0-2],1
155000,كيا,سورينتو,2018,رمادي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2200,113198.0,5,0,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,-0.42398298397477135,[0-2],1
77000,كيا,ريو,2019,فيراني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,32000.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,0,1,-0.8600192810554514,[0-2],1
48000,سكودا,اوكتافيا,2008,كحلي ,ديزل ,خصوصي ,1,عادي ,1,1900,264000.0,4,0,للبيع أو التبديل ,3,1,1,1,1,1,0,1,0,0.385829396531654,[3-4],2
86000,فولكسفاجن,بولو,2019,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1000,81000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.5968874482892094,[0-2],1
175000,فولكسفاجن,تيجوان,2019,فضي ,بنزين ,خصوصي ,1,عادي ,1,2000,17500.0,5,0,للبيع فقط ,0,1,1,1,1,1,0,1,1,-0.9378848234046455,[0-2],1
50000,اوبل,استرا,2014,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1400,92728.0,5,1,للبيع فقط ,0,1,1,1,0,1,1,1,0,-0.5339076496222198,[0-2],1
20000,بي,ام,1989,أسود ,بنزين ,خصوصي ,1,عادي ,0,1600,700617.0,5,1,للبيع أو التبديل ,3,0,1,1,1,1,1,1,0,2.7304790174887628,[3-4],2
114900,كيا,سبورتاج,2019,أسود ميتالك ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,24000.0,5,1,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,-0.9029795802825931,[0-2],1
165000,كيا,سورينتو,2019,أسود ميتالك ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2200,50000.0,7,1,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,-0.7633586077943829,[0-2],1
26000,هونداي,جيتس,2003,أبيض عاجي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,206064.0,5,0,للبيع فقط ,2,1,1,1,1,0,1,1,0,0.07471090952869476,[0-2],1
113000,فولكسفاجن,كادي,2017,بنفسجي ,ديزل ,خصوصي ,1,عادي ,1,2000,140000.0,7,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,-0.2800552414890403,[0-2],1
115000,هونداي,كونا,2019,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,27000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.886869468072415,[0-2],1
58000,كيا,بيكانتو,2019,بيج ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1000,40000.0,5,0,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,-0.8170589818283099,[0-2],1
100000,كيا,سبورتاج,2016,أسود ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1700,57000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,0,-0.7257683459706341,[0-2],1
88000,كيا,ستونك,2018,بترولي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,70000.0,5,0,للبيع فقط ,0,1,1,1,1,0,1,1,0,-0.655957859726529,[0-2],1
95000,لاندروفر,ديفندر,2008,أبيض ,ديزل ,حكومي ,1,عادي ,0,2500,700000.0,5,0,للبيع فقط ,1,1,1,1,1,0,1,1,0,2.727165704410869,[0-2],1
62000,كيا,ريو,2016,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,42000.0,5,0,للبيع فقط ,0,1,1,0,0,0,0,0,0,-0.8063189070215245,[0-2],1
12345,كيا,اوبتيما,2018,أسود ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1700,74000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,0,-0.6344777101129583,[0-2],1
128000,سكودا,سوبيرب,2017,كحلي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,76000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.6237376353061729,[0-2],1
12000,بيجو,205,1988,رمادي ,بنزين ,خصوصي ,1,عادي ,1,1400,721224.0,5,1,للبيع أو التبديل ,3,1,1,1,0,1,1,0,1,2.841139378260476,[3-4],2
23000,مرسيدس,190,1987,أبيض ,بنزين ,عمومي ,1,اوتوماتيك ,1,2300,741830.0,5,1,للبيع فقط ,3,1,0,0,0,1,0,0,1,2.951794368994786,[3-4],2
58000,شفروليه,كابتيفا,2009,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,3200,174636.0,7,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.09405862598513089,[0-2],1
20000,فولكسفاجن,ترانسبورتر,1997,رمادي ,ديزل ,عمومي ,1,عادي ,1,2400,588634.0,8,1,للبيع أو التبديل ,2,1,0,0,0,1,0,0,0,2.1291261189446384,[0-2],1
136000,هونداي,سانتافيه,2019,أبيض ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,49000.0,7,0,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,-0.7687286451977756,[0-2],1
60000,هونداي,الانترا,2017,فيراني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,75000.0,5,0,للبيع أو التبديل ,2,0,1,1,0,1,1,1,0,-0.6291076727095656,[0-2],1
54500,هونداي,اكسنت,2016,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,180000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.06525374535333248,[0-2],1
39000,سكودا,فابيا,2010,أخضر ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,133941.0,5,0,للبيع فقط ,1,1,1,0,0,0,0,0,0,-0.31259229811619665,[0-2],1
69000,جي,ام,2007,أبيض عاجي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,6600,270000.0,8,0,للبيع فقط ,1,1,1,1,1,0,0,0,0,0.41804962095201015,[0-2],1
285000,مرسيدس,250,2018,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,40000.0,5,1,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.8170589818283099,[0-2],1
113000,سيت,ليون,2017,أسود ميتالك ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,63000.0,5,1,للبيع فقط ,1,1,1,1,1,1,0,1,1,-0.6935481215502779,[0-2],1
89000,هونداي,توسان,2014,أبيض ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,203758.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,0.0623276032764712,[0-2],1
78000,سيت,ليون,2018,سكني ,بنزين ,خصوصي ,1,عادي ,1,1200,94000.0,5,0,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,-0.5270769620451043,[0-2],1
56000,هونداي,اكسنت,2014,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,58000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,0,-0.7203983085672414,[0-2],1
36000,فورد,فيستا,2015,أبيض ,بنزين ,تأجير ,1,اوتوماتيك ,1,1600,175000.0,5,0,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,-0.09210393237029595,[0-2],1
41999,اوبل,استرا,2014,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,92728.0,5,1,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,-0.5339076496222198,[0-2],1
95000,هونداي,كونا,2019,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,110000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,0,-0.44115636359082117,[0-2],1
123000,كيا,اوبتيما,2018,بترولي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1700,60000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.709658233760456,[0-2],1
180000,فولكسفاجن,أماروك,2015,أبيض عاجي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,181118.0,5,1,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,-0.05925004353633943,[0-2],1
48000,كيا,برايد,2015,أبيض عاجي ,ديزل ,خصوصي ,1,عادي ,1,1400,180000.0,5,0,للبيع فقط ,0,0,1,0,0,1,0,1,1,-0.06525374535333248,[0-2],1
90000,فولكسفاجن,كادي,2015,فضي ,ديزل ,خصوصي ,1,عادي ,1,1600,1000000.0,7,0,للبيع فقط ,3,0,1,1,1,1,1,1,0,4.338176925428678,[3-4],2
75000,فولكسفاجن,باسات,2011,رمادي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1800,133000.0,5,0,للبيع أو التبديل ,6,1,1,1,1,1,1,1,1,-0.3176455033127892,[5+),3
22000,اوبل,زافيرا,2003,أسود ,ديزل ,خصوصي ,1,عادي ,1,1900,452795.0,7,1,للبيع أو التبديل ,2,1,1,1,1,1,1,0,0,1.399665608105178,[0-2],1
70000,سكودا,اوكتافيا,2011,خمري ,ديزل ,خصوصي ,1,عادي ,1,1900,140000.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,0,0,-0.2800552414890403,[0-2],1
47000,كيا,برايد,2013,أزرق ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,110000.0,5,0,للبيع فقط ,3,1,1,1,1,1,1,0,0,-0.44115636359082117,[3-4],2
48000,فولكسفاجن,جولف,2006,بترولي ,بنزين ,خصوصي ,1,عادي ,1,1600,175154.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,0,1,-0.09127694661017348,[0-2],1
95000,بيجو,بارتنر,2018,رمادي ,ديزل ,خصوصي ,1,عادي ,1,1600,53000.0,7,0,للبيع فقط ,0,0,1,0,1,0,0,0,0,-0.7472484955842048,[0-2],1
46000,ميتسوبيشي,اتراج,2015,أبيض عاجي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1200,74000.0,5,0,للبيع فقط ,0,1,1,1,1,0,1,0,0,-0.6344777101129583,[0-2],1
28000,هونداي,فيرنا,2003,ذهبي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1500,206064.0,5,1,للبيع فقط ,2,1,1,1,1,1,1,0,0,0.07471090952869476,[0-2],1
135000,سيت,ليون,2018,أسود ميتالك ,بنزين ,خصوصي ,1,اوتوماتيك ,1,180,50000.0,5,0,للبيع فقط ,0,0,1,1,1,1,1,1,1,-0.7633586077943829,[0-2],1
144000,هونداي,سانتافيه,2018,فيراني ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,70000.0,7,0,للبيع أو التبديل ,0,0,0,0,0,0,0,0,0,-0.655957859726529,[0-2],1
3600,اودي,A3,2000,كحلي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1800,200000.0,5,1,للبيع أو التبديل ,2,1,1,1,1,1,1,0,1,0.04214700271452145,[0-2],1
33000,هونداي,كليك,2006,سكني ,بنزين ,خصوصي ,1,عادي ,1,1600,180000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,0,0,-0.06525374535333248,[0-2],1
140000,هونداي,توسان,2018,ذهبي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,39600.0,5,0,للبيع أو التبديل ,2,1,1,1,1,1,1,0,1,-0.819206996789667,[0-2],1
112000,هونداي,كونا,2020,رمادي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,25000.0,5,1,للبيع أو التبديل ,0,0,1,1,1,1,1,1,0,-0.8976095428792004,[0-2],1
57000,فولكسفاجن,باسات,2006,فيراني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,175154.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,0,1,-0.09127694661017348,[0-2],1
45000,مرسيدس,فيتو,2006,أبيض ,ديزل ,عمومي ,1,عادي ,1,2000,384876.0,8,1,للبيع فقط ,1,0,1,0,0,1,0,1,0,1.0349380377041495,[0-2],1
45000,سكودا,اوكتافيا,2010,أبيض ,ديزل ,عمومي ,1,عادي ,1,1900,1000.0,5,0,للبيع فقط ,5,1,1,1,1,1,1,1,0,-1.026490440560625,[5+),3
46000,ستروين,C3,2017,أحمر ,ديزل ,عمومي ,1,عادي ,1,1600,220000.0,5,1,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0.14954775078237537,[0-2],1
47999,هونداي,فيلوستر,2012,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,113335.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.42324728885050655,[0-2],1
60000,شفروليه,كابتيفا,2011,أسود ,بنزين ,حكومي ,1,اوتوماتيك ,1,3200,20000.0,7,1,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,-0.9244597298961638,[0-2],1
80000,سكودا,يتي,2011,فضي ,ديزل ,خصوصي ,1,عادي ,1,2000,271677.0,5,1,للبيع فقط ,1,1,1,1,1,1,1,1,0,0.42705517367749973,[0-2],1
41000,ستروين,بيكاسو,2009,فضي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,200000.0,7,0,للبيع أو التبديل ,3,1,1,1,1,1,1,0,1,0.04214700271452145,[3-4],2
138000,هونداي,سانتافيه,2019,أسود ميتالك ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,61000.0,7,0,للبيع فقط ,0,1,1,1,1,1,1,1,0,-0.7042881963570633,[0-2],1
11000,فيات,اونو,1987,أزرق ,بنزين ,خصوصي ,1,عادي ,0,1000,741830.0,5,0,للبيع أو التبديل ,9,1,0,0,0,0,0,0,0,2.951794368994786,[5+),3
116000,هونداي,توسان,2018,فضي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,55000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.7365084207774194,[0-2],1
160000,جاجوار,XE,2016,خمري ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,58000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.7203983085672414,[0-2],1
105000,هونداي,ايونيك,2019,أحمر ,هايبرد ,خصوصي ,1,اوتوماتيك ,1,1600,30000.0,5,0,للبيع فقط ,0,1,1,1,1,0,1,0,1,-0.8707593558622369,[0-2],1
22000,فولكسفاجن,باسات,1999,زيتي ,بنزين ,خصوصي ,1,عادي ,1,1800,226000.0,5,0,للبيع فقط ,4,0,0,0,0,0,0,0,0,0.18176797520273155,[3-4],2
44000,كيا,بيكانتو,2016,كحلي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1250,44000.0,5,1,للبيع فقط ,1,0,1,1,1,1,0,0,0,-0.7955788322147391,[0-2],1
125000,بي,ام,2012,بترولي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,190000.0,5,0,للتبديل فقط ,3,1,1,1,1,1,1,1,1,-0.01155337131940551,[3-4],2
40000,هونداي,فيرنا,2008,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,85000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.5754072986756386,[0-2],1
78000,فولكسفاجن,جيتا,2015,فيراني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,100000.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,0,1,-0.49485673762474813,[0-2],1
37000,سكودا,فابيا,2009,أزرق سماوي ,بنزين ,خصوصي ,1,عادي ,1,1400,144244.0,5,0,للبيع فقط ,1,0,1,0,0,0,0,0,0,-0.2572648027490417,[0-2],1
69000,فولكسفاجن,جولف,2012,أحمر ,بنزين ,خصوصي ,1,عادي ,1,1400,188000.0,5,0,للبيع فقط ,5,1,1,1,1,1,1,0,0,-0.022293446126190903,[5+),3
270000,فولكسفاجن,طوارق,2016,أبيض ,ديزل ,خصوصي ,1,اوتوماتيك ,1,3000,80000.0,5,1,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,-0.6022574856926021,[0-2],1
47000,فورد,فوكس,2014,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1595,92728.0,5,0,للبيع أو التبديل ,0,0,0,0,0,0,0,0,0,-0.5339076496222198,[0-2],1
63000,فولكسفاجن,بولو,2017,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1200,115000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,0,0,-0.4143061765738577,[0-2],1
26000,اوبل,زافيرا,2004,رمادي ,ديزل ,خصوصي ,1,عادي ,1,2000,430156.0,7,1,للبيع أو التبديل ,1,1,1,1,1,1,1,0,0,1.2780933313297709,[0-2],1
65000,فولكسفاجن,بولو,2014,فضي ,بنزين ,خصوصي ,1,عادي ,1,1400,64000.0,5,0,للبيع فقط ,0,0,1,1,1,1,0,0,1,-0.6881780841468852,[0-2],1
43000,فورد,فوكس,2012,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,188000.0,5,0,للبيع فقط ,4,1,1,1,1,1,1,0,0,-0.022293446126190903,[3-4],2
75999,هونداي,اكسنت,2019,أبيض عاجي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,70000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,0,-0.655957859726529,[0-2],1
110000,مرسيدس,E200,2012,رمادي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1800,113335.0,5,0,للبيع فقط ,3,1,1,1,1,1,1,1,1,-0.42324728885050655,[3-4],2
22000,دايو,لانوس,2000,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,236973.0,5,0,للبيع أو التبديل ,2,1,1,0,0,1,0,0,0,0.2406933956301596,[0-2],1
120000,فولكسفاجن,GTI,2014,بترولي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,108000.0,5,0,للبيع أو التبديل ,0,1,1,1,1,1,1,0,1,-0.45189643839760657,[0-2],1
38000,أفيكو,65C18,2004,أبيض ,ديزل ,تجاري ,1,عادي ,1,2400,430156.0,7,0,للبيع فقط ,1,0,0,0,0,0,0,0,0,1.2780933313297709,[0-2],1
22000,بيجو,206,2006,أزرق سماوي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,175154.0,5,0,للبيع فقط ,1,0,0,0,0,0,0,0,0,-0.09127694661017348,[0-2],1
32000,مرسيدس,E250,1999,سكني ,ديزل ,عمومي ,1,اوتوماتيك ,1,2500,123456.0,5,1,للبيع أو التبديل ,7,1,1,1,1,1,0,1,0,-0.3688971402907691,[5+),3
98000,سكودا,كودياك,2018,أزرق ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,117000.0,5,0,للبيع فقط ,0,1,1,1,0,0,1,1,0,-0.4035661017670723,[0-2],1
45000,كيا,بيكانتو,2016,فيراني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1000,65000.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,-0.6828080467434925,[0-2],1
76000,سيت,ليون,2018,أبيض عاجي ,بنزين ,خصوصي ,1,عادي ,1,1200,90000.0,5,0,للبيع فقط ,3,0,1,1,1,1,0,0,0,-0.5485571116586752,[3-4],2
54000,كيا,سول,2012,أبيض عاجي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,90000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.5485571116586752,[0-2],1
35000,هونداي,تيراكان,2007,رصاصي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,3000,230000.0,7,0,للبيع فقط ,5,1,1,1,1,1,1,1,1,0.20324812481630233,[5+),3
118000,هونداي,اكسنت,2021,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,20606.0,5,1,للبيع فقط ,0,1,1,1,1,0,0,0,0,-0.9212054872297079,[0-2],1
45000,مرسيدس,فيانو,2007,برتقالي ,ديزل ,عمومي ,1,اوتوماتيك ,1,2200,362236.0,8,1,للبيع فقط ,1,0,0,0,0,0,0,0,0,0.9133603908913389,[0-2],1
60000,سكودا,اوكتافيا,2011,سكني ,ديزل ,خصوصي ,1,عادي ,1,1600,150000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,-0.22635486745511335,[0-2],1
37000,هونداي,فيرنا,2006,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1500,194045.0,5,0,للبيع فقط ,3,1,1,1,1,1,1,1,0,0.010168429977317945,[3-4],2
85000,جييب,كرايسلر,2008,جيشي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2400,193000.0,7,1,للبيع فقط ,1,1,1,1,1,1,1,1,0,0.004556740890772577,[0-2],1
86000,هونداي,توسان,2014,أبيض ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,100000.0,5,0,للبيع أو التبديل ,4,1,1,1,1,0,1,0,1,-0.49485673762474813,[3-4],2
50000,فولكسفاجن,ترانسبورتر,2005,أسود ميتالك ,ديزل ,عمومي ,1,عادي ,1,2500,407516.0,5,1,للبيع أو التبديل ,1,1,0,1,1,1,0,1,0,1.1565156845169602,[0-2],1
52000,سكودا,فابيا,2011,أسود ,ديزل ,خصوصي ,1,عادي ,1,1600,271677.0,5,0,للبيع فقط ,1,1,1,1,1,1,0,0,0,0.42705517367749973,[0-2],1
95000,هونداي,كونا,2018,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,50000.0,5,1,للبيع فقط ,0,1,1,1,1,1,1,1,0,-0.7633586077943829,[0-2],1
75000,بيجو,بارتنر,2017,فضي ,ديزل ,خصوصي ,1,عادي ,1,1600,160000.0,5,0,للبيع أو التبديل ,0,0,0,0,0,0,0,0,0,-0.17265449342118638,[0-2],1
265000,مرسيدس,220,2018,أسود ميتالك ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,140000.0,5,1,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,-0.2800552414890403,[0-2],1
12345,سيت,ليون,2017,فيراني ,بنزين ,خصوصي ,1,عادي ,1,1200,120000.0,5,0,للبيع فقط ,1,1,1,1,0,1,0,0,0,-0.3874559895568942,[0-2],1
52000,سكودا,اوكتافيا,2008,سكني ,ديزل ,خصوصي ,1,عادي ,1,1900,200000.0,5,1,للبيع أو التبديل ,3,1,1,1,1,1,1,1,0,0.04214700271452145,[3-4],2
