سعر,شركة,موديل,سنة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,مسجل,CD,مُكيّف,إغلاق مركزي,وسادة هوائية,جنطات مغنيسيوم,جهاز إنذار,فرش جلد,فتحة سقف
115000,داف,55,2011,أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,5983,350000.0,3,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,1,0,0
48000,كيا,بيكانتو,2016,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,38000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
85000,فولكسفاجن,جولف,2011,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,66000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,0,0
69500,سيت,ليون,2015,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,82000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
46000,كيا,مورننغ,2016,بيج ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,21000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,0,1,1,0
80000,سيت,ابيزا,2015,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,45000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,0,0,0,1
43000,اوبل,استرا,2005,رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,141000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,0
72000,فولكسفاجن,جولف,2010,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,90000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
95000,سكودا,اوكتافيا,2013,بني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,226397.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,0
65000,كيا,ريو,2014,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,44000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,1
45000,شفروليه,ماليبو,2007,بترولي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3500,169000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
42000,اوبل,استرا,2006,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,125000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,0,0,0
128000,هونداي,توسان,2016,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,53000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
28000,سيت,قرطبة,2001,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,66000.0,5,نقدا فقط ,للبيع فقط ,5,1,1,0,0,1,1,1,0,0
95000,سكودا,يتي,2015,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,50000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
76000,سيت,ابيزا,2016,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,74000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
56000,رينو,كانجو,2010,سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,294317.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
43000,اوبل,استرا,2006,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,175154.0,5,إمكانية التقسيط ,للبيع فقط ,5,1,1,1,1,1,1,1,1,1
9000,مرسيدس,412,1999,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,3000,44555.0,7,نقدا فقط ,للبيع فقط ,4,1,1,1,1,0,0,0,1,0
56000,كيا,مورننغ,2016,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,72122.0,5,نقدا فقط ,للبيع فقط ,0,0,0,0,0,0,0,0,0,0
40000,دراجة,نارية,2017,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,390,700000.0,5,إمكانية التقسيط ,للبيع فقط ,0,0,0,0,0,0,0,0,0,0
47000,اوبل,كورسا,2013,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,155000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,0,0,0
39000,بيجو,308,2008,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,154548.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
83000,فولكسفاجن,جولف,2012,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,100000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
63000,فولكسفاجن,بولو,2014,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,92728.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
50000,اوبل,كورسا,2013,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,103032.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
40000,نيسان,ميكرا,2014,عدة الوان ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,92000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,0,1,1,0
40000,كيا,برايد,2008,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,108000.0,5,نقدا فقط ,للبيع فقط ,6,1,1,1,1,0,1,0,0,0
83000,مرسيدس,غواصة,2002,كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3200,320000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,1
31000,فولكسفاجن,باسات,1998,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900,196000.0,5,نقدا فقط ,للبيع أو التبديل ,6,1,1,1,1,1,1,1,1,1
10000,فورد,اسكورت,1996,أبيض ,بنزين ,تجاري ,فلسطينية ,عادي ,الكتروني ,1600,278186.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,0,0,0,1,0,0,1,0,0
2700,هونداي,الانترا,2003,رصاصي ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,1600,1300000.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,1,1,0,1,0,0
190000,فولفو,FH,2001,أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,420,500000.0,2,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,1
61000,هونداي,اكسنت,2013,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,41000.0,5,نقدا فقط ,للبيع فقط ,1,0,0,1,1,1,0,0,1,0
22000,ميتسوبيشي,لانسر,1989,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1300,700617.0,5,إمكانية التقسيط ,للبيع فقط ,3,1,1,1,1,0,0,1,0,0
57000,فولكسفاجن,بولو,2014,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,60000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,0,0
42000,سكودا,اوكتافيا,2004,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,884000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,0,0,0
17000,رينو,كليو,1999,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,180000.0,5,نقدا فقط ,للبيع فقط ,5,1,1,1,1,1,1,0,0,0
76000,فولكسفاجن,جولف,2011,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,123638.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,0,1,0,0,0
72000,مرسيدس,412,1997,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2500,588634.0,7,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,1,1,0,1,1,0
89000,فولكسفاجن,جولف,2014,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,100000.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,1
37000,فولكسفاجن,باسات,1999,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1800,247276.0,5,نقدا فقط ,للبيع أو التبديل ,4,1,1,1,1,1,1,1,0,0
68000,مرسيدس,سبرنتر,2008,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,4000,180000.0,3,نقدا فقط ,للبيع فقط ,1,1,1,0,1,1,0,1,0,0
30000,اوبل,كورسا,2002,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,216367.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,0,0,0
52000,بيجو,بارتنر,2008,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,339597.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,0,1,0
124000,مرسيدس,سبرنتر,2011,أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,339091.0,3,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,0,0,0
40000,اوبل,كورسا,2009,ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,144244.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,0,0,0
7000,اوبل,اسكونا,1986,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,762436.0,5,نقدا فقط ,للبيع فقط ,3,1,1,0,0,0,0,0,1,0
32000,اوبل,كورسا,2003,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,220000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,0,1,1,1,0,1,0
31500,دراجة,نارية,2018,برتقالي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,250,4000.0,2,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
36000,هونداي,الانترا,2006,أزرق سماوي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,384876.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,0,1,0,1
33000,بي,ام,1984,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1950,803649.0,5,نقدا فقط ,للبيع أو التبديل ,78888877766,1,1,1,1,0,1,0,1,1
85000,فولكسفاجن,جيتا,2011,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,90000.0,4,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,0,0,1
245000,مرسيدس,200,2015,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,27000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
120000,مرسيدس,اتكوا,2004,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,1800,80000.0,3,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,0,0,0,0,0,1
33000,فيات,بونتو,2011,خمري ,بنزين ,تأجير ,فلسطينية ,عادي ,الكتروني ,1400,44000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,0,0,0,1,1,0
52000,فولكسفاجن,جولف,2003,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,206064.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,0,0,0
72000,بيجو,بارتنر,2015,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,92000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,0,0,0,0
210000,تويوتا,برادو,2007,كحلي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,200000.0,7,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,1
45000,ستروين,بيرلينجو,2008,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,339597.0,5,إمكانية التقسيط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,0
69000,كيا,برايد,2017,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,20000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
61000,كيا,برايد,2014,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,22000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
100000,سكودا,اوكتافيا,2015,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,10000.0,5,نقدا فقط ,للتبديل فقط ,0,1,1,1,1,1,1,1,1,0
4000,فيات,127,1983,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,903,824256.0,5,نقدا فقط ,للبيع فقط ,4,1,1,0,0,0,0,0,0,0
12000,بيجو,405,1990,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,340005.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,0,0,1,1,0,0
40000,بيجو,407,2008,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,154548.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
75000,ستروين,C-Elysee,2015,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,45000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,0,0,1,0
20000,بي,ام,1989,رصاصي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1800,120000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,5,1,1,1,1,1,1,1,1,0
50000,اودي,A4,2006,أبيض ,بنزين ,تجاري ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,117000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,0,1,1,1,1,0
95000,سكودا,اوكتافيا,2014,أزرق ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,111000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
20000,فولفو,فولفو,1988,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,721224.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,1,0,1,1,0,1
62000,فولكسفاجن,جيتا,2008,أسود ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,339597.0,5,إمكانية التقسيط ,للبيع فقط ,6,1,1,1,1,1,1,1,0,0
130000,سكودا,سوبيرب,2015,بترولي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,181118.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
90000,سكودا,اوكتافيا,2015,فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,95000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
55000,فولكسفاجن,باسات,2006,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,384876.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
100000,سكودا,اوكتافيا,2014,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,30000.0,5,نقدا فقط ,للبيع فقط ,0,0,0,1,1,1,1,1,1,1
46000,سيت,ابيزا,2012,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,112000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,0,0
62000,هونداي,i30,2010,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,39000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
70000,هونداي,اكسنت,2015,عدة الوان ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,181118.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
90000,فولكسفاجن,كادي,2013,سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,160,140000.0,7,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,0,1,0
46000,فولكسفاجن,بولو,2008,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,61000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,0,1,0,0
90001,كيا,سبورتاج,2012,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,249037.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,0,1
6000,سوبارو,نملة,1981,أصفر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,865468.0,5,نقدا فقط ,للبيع فقط ,4,0,0,0,0,0,0,0,0,0
51000,كيا,برايد,2008,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,100000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,0,1,1
55000,سكودا,اوكتافيا,2008,بني ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900,339597.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
85000,كيا,سول,2014,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,75000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
71000,سيت,ليون,2016,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,81000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,1
36000,كيا,ريو,2011,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,271677.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,0,1,0
53000,هونداي,i30,2008,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,154548.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
58000,اوبل,استرا,2011,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,125326.0,5,إمكانية التقسيط ,للبيع أو التبديل ,5,1,1,1,1,1,1,0,1,1
50000,سكودا,اوكتافيا,2009,فيراني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,316957.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,0,1,1,1
45000,فولكسفاجن,جولف,2000,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,236973.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
66666,فورد,فوكس,2014,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,31000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,0,0
46000,كيا,بيكانتو,2015,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,24000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,0,1,0,0
7000,اوبل,اسكونا,1986,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,762436.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,0,0,0,0,0,0,0
59999,هونداي,اكسنت,2015,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,58000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,1,0,0
68000,سيت,ليون,2015,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,82425.0,5,نقدا فقط ,للبيع فقط ,0,0,0,0,0,0,0,0,0,0
120000,فولكسفاجن,GTI,2012,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,80000.0,5,إمكانية التقسيط ,للبيع فقط ,3,1,1,1,1,1,1,1,0,1
